Provider,accuracy,configAccuracy,deviceid,latitude,local_time,longitude,senseStartTimeMillis,sensorType,speed,userid
GPS,5031,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089579909,02:08:57:788 02 10 2015 -0400 EDT,-72.2620197000,1443766138000,Location,-1,000000
GPS,5033,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8082205987,02:09:01:563 02 10 2015 -0400 EDT,-72.2611196468,1443766142000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089346964,02:09:13:879 02 10 2015 -0400 EDT,-72.2688497547,1443766154000,Location,-1,000000
GPS,674,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8095057055,02:10:11:980 02 10 2015 -0400 EDT,-72.2688244735,1443766212000,Location,-1,000000
GPS,684,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8100109543,02:10:17:967 02 10 2015 -0400 EDT,-72.2688478385,1443766218000,Location,-1,000000
GPS,849,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8106159996,02:10:34:107 02 10 2015 -0400 EDT,-72.2690850462,1443766234000,Location,-1,000000
GPS,849,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8111441641,02:10:34:196 02 10 2015 -0400 EDT,-72.2693202383,1443766234000,Location,-1,000000
GPS,1004,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8116801630,02:10:50:529 02 10 2015 -0400 EDT,-72.2695352457,1443766251000,Location,-1,000000
GPS,1018,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8121373712,02:10:57:880 02 10 2015 -0400 EDT,-72.2693768869,1443766258000,Location,-1,000000
GPS,1025,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8126797266,02:11:04:024 02 10 2015 -0400 EDT,-72.2693225905,1443766264000,Location,-1,000000
GPS,1181,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8132602894,02:11:25:468 02 10 2015 -0400 EDT,-72.2692430463,1443766285000,Location,-1,000000
GPS,1302,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8139578097,02:11:44:089 02 10 2015 -0400 EDT,-72.2693895436,1443766304000,Location,-1,000000
GPS,1418,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8135964329,02:12:03:067 02 10 2015 -0400 EDT,-72.2686442839,1443766323000,Location,-1,000000
GPS,1418,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8140952436,02:12:03:489 02 10 2015 -0400 EDT,-72.2691191459,1443766324000,Location,-1,000000
GPS,1420,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8145309213,02:12:05:968 02 10 2015 -0400 EDT,-72.2695244753,1443766326000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8126054773,02:12:49:352 02 10 2015 -0400 EDT,-72.2667890912,1443766369000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8108658478,02:12:49:393 02 10 2015 -0400 EDT,-72.2645805744,1443766370000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8096148295,02:12:49:423 02 10 2015 -0400 EDT,-72.2629923989,1443766370000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089347958,02:14:20:776 02 10 2015 -0400 EDT,-72.2688506394,1443766461000,Location,-1,000000
GPS,1010,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8095254991,02:15:53:662 02 10 2015 -0400 EDT,-72.2685112888,1443766554000,Location,-1,000000
GPS,1013,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8101206253,02:15:55:638 02 10 2015 -0400 EDT,-72.2687757802,1443766556000,Location,-1,000000
GPS,1013,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8106585171,02:15:55:732 02 10 2015 -0400 EDT,-72.2690219636,1443766556000,Location,-1,000000
GPS,1022,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8111699879,02:16:00:704 02 10 2015 -0400 EDT,-72.2687722754,1443766561000,Location,-1,000000
GPS,1169,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8111194421,02:16:19:438 02 10 2015 -0400 EDT,-72.2680835155,1443766579000,Location,-1,000000
GPS,1170,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8117257578,02:16:20:677 02 10 2015 -0400 EDT,-72.2684715284,1443766581000,Location,-1,000000
GPS,1174,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8122772597,02:16:23:030 02 10 2015 -0400 EDT,-72.2688177458,1443766583000,Location,-1,000000
GPS,1290,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8120428185,02:16:37:282 02 10 2015 -0400 EDT,-72.2682861299,1443766597000,Location,-1,000000
GPS,1295,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8117669115,02:16:41:032 02 10 2015 -0400 EDT,-72.2677961922,1443766601000,Location,-1,000000
GPS,1408,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8114688056,02:16:59:013 02 10 2015 -0400 EDT,-72.2671782892,1443766619000,Location,-1,000000
GPS,1508,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8119264857,02:17:13:270 02 10 2015 -0400 EDT,-72.2674884617,1443766633000,Location,-1,000000
GPS,1508,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8123551712,02:17:13:307 02 10 2015 -0400 EDT,-72.2678612877,1443766633000,Location,-1,000000
GPS,1508,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8127494255,02:17:13:754 02 10 2015 -0400 EDT,-72.2682021069,1443766634000,Location,-1,000000
GPS,1514,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8123295559,02:17:17:251 02 10 2015 -0400 EDT,-72.2675635545,1443766637000,Location,-1,000000
GPS,1518,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8129300074,02:17:20:054 02 10 2015 -0400 EDT,-72.2680168185,1443766640000,Location,-1,000000
GPS,1520,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8136061116,02:17:22:220 02 10 2015 -0400 EDT,-72.2686508829,1443766642000,Location,-1,000000
GPS,1630,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8142979854,02:17:41:420 02 10 2015 -0400 EDT,-72.2692395215,1443766661000,Location,-1,000000
GPS,1718,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8149261296,02:17:58:236 02 10 2015 -0400 EDT,-72.2698088514,1443766678000,Location,-1,000000
GPS,1804,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8154738348,02:18:15:440 02 10 2015 -0400 EDT,-72.2703212347,1443766695000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089350624,02:19:27:657 02 10 2015 -0400 EDT,-72.2688505048,1443766768000,Location,-1,000000
GPS,6500,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8082922273,02:20:48:419 02 10 2015 -0400 EDT,-72.2650425997,1443766848000,Location,-1,000000
GPS,6500,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8075446687,02:20:48:458 02 10 2015 -0400 EDT,-72.2626105879,1443766849000,Location,-1,000000
GPS,6500,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8070943425,02:20:48:491 02 10 2015 -0400 EDT,-72.2611456461,1443766849000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8133642380,02:20:50:663 02 10 2015 -0400 EDT,-72.2679412520,1443766851000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8152135910,02:20:50:726 02 10 2015 -0400 EDT,-72.2699494425,1443766851000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8161380889,02:20:50:749 02 10 2015 -0400 EDT,-72.2709534635,1443766851000,Location,-1,000000
GPS,165,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089586527,08:02:33:080 02 10 2015 -0400 EDT,-72.2689243349,1443787353000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089349066,08:00:35:082 02 10 2015 -0400 EDT,-72.2688514530,1443787353000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089351059,08:02:33:081 02 10 2015 -0400 EDT,-72.2688515117,1443787353000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089348451,08:02:36:746 02 10 2015 -0400 EDT,-72.2688507051,1443787357000,Location,-1,000000
GPS,5218,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8081822457,08:03:58:689 02 10 2015 -0400 EDT,-72.2658887652,1443787439000,Location,-1,000000
GPS,5218,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8076537962,08:03:58:727 02 10 2015 -0400 EDT,-72.2638106756,1443787439000,Location,-1,000000
GPS,5218,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8072830753,08:03:58:761 02 10 2015 -0400 EDT,-72.2623528423,1443787439000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8142423294,08:04:49:831 02 10 2015 -0400 EDT,-72.2689722113,1443787490000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8162702295,08:04:49:869 02 10 2015 -0400 EDT,-72.2711188620,1443787490000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8166663037,08:04:49:904 02 10 2015 -0400 EDT,-72.2715381297,1443787490000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8139282179,08:06:47:564 02 10 2015 -0400 EDT,-72.2681462546,1443787608000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8118168486,08:06:47:603 02 10 2015 -0400 EDT,-72.2655564055,1443787608000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8102985606,08:06:47:636 02 10 2015 -0400 EDT,-72.2636940420,1443787608000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089349434,08:06:54:007 02 10 2015 -0400 EDT,-72.2688521376,1443787614000,Location,-1,000000
GPS,8307,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8149011183,08:07:48:909 02 10 2015 -0400 EDT,-72.2711315575,1443787669000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8164876589,08:07:48:944 02 10 2015 -0400 EDT,-72.2717377913,1443787669000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8138639860,08:07:54:015 02 10 2015 -0400 EDT,-72.2682180430,1443787674000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8117706594,08:07:54:047 02 10 2015 -0400 EDT,-72.2656080286,1443787674000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8102653458,08:07:54:087 02 10 2015 -0400 EDT,-72.2637311643,1443787674000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8136638619,08:08:14:478 02 10 2015 -0400 EDT,-72.2678442809,1443787695000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8153631199,08:08:14:522 02 10 2015 -0400 EDT,-72.2699008392,1443787695000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8162127489,08:08:14:553 02 10 2015 -0400 EDT,-72.2709291183,1443787695000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8137651420,08:09:36:362 02 10 2015 -0400 EDT,-72.2679272842,1443787776000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8116995805,08:09:36:400 02 10 2015 -0400 EDT,-72.2653989436,1443787777000,Location,-1,000000
GPS,5000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8102142330,08:09:36:431 02 10 2015 -0400 EDT,-72.2635808110,1443787777000,Location,-1,000000
GPS,165,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089409749,08:11:54:431 02 10 2015 -0400 EDT,-72.2689150209,1443787914000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089348489,08:12:00:866 02 10 2015 -0400 EDT,-72.2688513662,1443787921000,Location,-1,000000
GPS,9500,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8152993416,08:14:02:705 02 10 2015 -0400 EDT,-72.2712835795,1443788043000,Location,-1,000000
