Provider,accuracy,configAccuracy,deviceid,latitude,local_time,longitude,senseStartTimeMillis,sensorType,speed,userid
GPS,10,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8079152052,08:17:29:169 05 10 2015 -0400 EDT,-72.2646342684,1444047449000,Location,1.039999961853,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8086800062,08:17:58:531 05 10 2015 -0400 EDT,-72.2626608045,1444047479000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8086800062,08:17:58:596 05 10 2015 -0400 EDT,-72.2626608045,1444047479000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8086800062,08:17:58:619 05 10 2015 -0400 EDT,-72.2626608045,1444047479000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8089379014,08:17:58:611 05 10 2015 -0400 EDT,-72.2619782775,1444047479000,Location,-1,000000
GPS,30,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8082006928,08:18:00:398 05 10 2015 -0400 EDT,-72.2641766165,1444047481000,Location,1.460000038147,000000
GPS,30,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8082059315,08:18:01:196 05 10 2015 -0400 EDT,-72.2641686537,1444047481000,Location,1.460000038147,000000
GPS,30,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8082059315,08:18:01:202 05 10 2015 -0400 EDT,-72.2641686537,1444047481000,Location,1.460000038147,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8086712948,08:19:20:000 05 10 2015 -0400 EDT,-72.2631293815,1444047560000,Location,1.3400000333786,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8091329281,08:20:31:000 05 10 2015 -0400 EDT,-72.2620892712,1444047631000,Location,1.3999999761581,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8094455311,08:21:41:000 05 10 2015 -0400 EDT,-72.2609568760,1444047701000,Location,1.539999961853,000000
GPS,66,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068630167,08:30:15:887 05 10 2015 -0400 EDT,-72.2541856569,1444048228000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069779408,08:32:11:000 05 10 2015 -0400 EDT,-72.2540436499,1444048331000,Location,0.56000000238419,000000
GPS,50,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8074097345,08:34:03:000 05 10 2015 -0400 EDT,-72.2533374746,1444048443000,Location,3.5799999237061,000000
GPS,50,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8074097345,08:34:03:156 05 10 2015 -0400 EDT,-72.2533374746,1444048443000,Location,3.5799999237061,000000
GPS,50,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8074097345,08:34:03:163 05 10 2015 -0400 EDT,-72.2533374746,1444048444000,Location,3.5799999237061,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8073119177,08:35:00:000 05 10 2015 -0400 EDT,-72.2521359288,1444048500000,Location,1.1499999761581,000000
Network,5,kCLLocationAccuracyBest,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8074310245,08:35:16:103 05 10 2015 -0400 EDT,-72.2519294825,1444048516000,Location,1.4400000572205,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068617257,08:36:17:000 05 10 2015 -0400 EDT,-72.2510788870,1444048577000,Location,1.4500000476837,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8061615853,08:37:33:000 05 10 2015 -0400 EDT,-72.2503134516,1444048653000,Location,1.6499999761581,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8064358412,08:38:49:000 05 10 2015 -0400 EDT,-72.2491628677,1444048729000,Location,1.3899999856949,000000
GPS,10,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8061672850,08:45:37:810 05 10 2015 -0400 EDT,-72.2482885514,1444049150000,Location,0,000000
GPS,10,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8061672850,08:45:49:833 05 10 2015 -0400 EDT,-72.2482885514,1444049150000,Location,0,000000
GPS,10,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8061672850,08:45:49:838 05 10 2015 -0400 EDT,-72.2482885514,1444049150000,Location,0,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8045317368,08:50:42:817 05 10 2015 -0400 EDT,-72.2445484657,1444049443000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8062210048,08:50:43:371 05 10 2015 -0400 EDT,-72.2482423907,1444049444000,Location,-1,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8052935287,08:54:03:442 05 10 2015 -0400 EDT,-72.2455218875,1444049643000,Location,-1,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8057202044,08:54:03:521 05 10 2015 -0400 EDT,-72.2459393326,1444049644000,Location,-1,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8051134558,08:54:23:940 05 10 2015 -0400 EDT,-72.2452195071,1444049664000,Location,-1,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8046680882,08:54:24:015 05 10 2015 -0400 EDT,-72.2446964209,1444049664000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8064908689,08:54:25:668 05 10 2015 -0400 EDT,-72.2487295262,1444049666000,Location,-1,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8049718163,08:56:40:525 05 10 2015 -0400 EDT,-72.2456039615,1444049801000,Location,-1,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8047457310,08:56:40:576 05 10 2015 -0400 EDT,-72.2450630191,1444049801000,Location,-1,000000
GPS,2000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8052475121,08:56:42:156 05 10 2015 -0400 EDT,-72.2454353217,1444049802000,Location,-1,000000
GPS,165,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066264657,08:56:42:253 05 10 2015 -0400 EDT,-72.2476737211,1444049802000,Location,-1,000000
GPS,545,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8062334451,08:57:23:117 05 10 2015 -0400 EDT,-72.2469844198,1444049843000,Location,-1,000000
GPS,558,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8058801541,08:57:31:732 05 10 2015 -0400 EDT,-72.2464681855,1444049852000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8062343451,08:57:32:222 05 10 2015 -0400 EDT,-72.2488013863,1444049852000,Location,-1,000000
GPS,286,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8063332622,08:59:26:323 05 10 2015 -0400 EDT,-72.2494458899,1444049966000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068413620,09:00:40:975 05 10 2015 -0400 EDT,-72.2528366773,1444050041000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068865948,09:01:24:167 05 10 2015 -0400 EDT,-72.2528804464,1444050095000,Location,-1,000000
GPS,30,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068062375,09:15:48:980 05 10 2015 -0400 EDT,-72.2529602051,1444050960000,Location,0,000000
GPS,9500,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065969983,09:25:08:282 05 10 2015 -0400 EDT,-72.2564730280,1444051508000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068064266,09:26:45:434 05 10 2015 -0400 EDT,-72.2530768173,1444051605000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068475729,09:32:01:602 05 10 2015 -0400 EDT,-72.2530866699,1444052076000,Location,-1,000000
GPS,20,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068594636,09:34:19:924 05 10 2015 -0400 EDT,-72.2530852765,1444052076000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068475729,09:32:01:602 05 10 2015 -0400 EDT,-72.2530866699,1444052076000,Location,-1,000000
GPS,2647,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068045532,09:34:23:835 05 10 2015 -0400 EDT,-72.2536630948,1444052076000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068451777,09:34:24:026 05 10 2015 -0400 EDT,-72.2530716458,1444052077000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068363704,09:41:53:000 05 10 2015 -0400 EDT,-72.2530530766,1444052513000,Location,0,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068377953,09:52:29:000 05 10 2015 -0400 EDT,-72.2530317866,1444053748000,Location,0,000000
GPS,8000,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065776763,10:02:17:869 05 10 2015 -0400 EDT,-72.2566306389,1444053750000,Location,-1,000000
GPS,20,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069432017,10:01:27:898 05 10 2015 -0400 EDT,-72.2528812529,1444053750000,Location,-1,000000
GPS,8000,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8064946985,10:02:17:956 05 10 2015 -0400 EDT,-72.2577786709,1444053750000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069009847,10:02:18:593 05 10 2015 -0400 EDT,-72.2530150769,1444053750000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068854884,10:02:52:000 05 10 2015 -0400 EDT,-72.2530514841,1444053772000,Location,0,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068437884,10:20:17:000 05 10 2015 -0400 EDT,-72.2530157772,1444054997000,Location,0,000000
GPS,20,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069241660,10:22:37:177 05 10 2015 -0400 EDT,-72.2529037066,1444054997000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068437884,10:20:17:000 05 10 2015 -0400 EDT,-72.2530157772,1444054997000,Location,0,000000
GPS,4108,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8067536165,10:23:07:181 05 10 2015 -0400 EDT,-72.2542493786,1444054997000,Location,-1,000000
GPS,4108,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066822583,10:23:07:197 05 10 2015 -0400 EDT,-72.2552255976,1444054997000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068062669,10:23:07:361 05 10 2015 -0400 EDT,-72.2530417025,1444054998000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8067977718,10:24:10:000 05 10 2015 -0400 EDT,-72.2529317067,1444055050000,Location,0,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068209037,10:36:18:148 05 10 2015 -0400 EDT,-72.2530465633,1444055788000,Location,-1,000000
GPS,8224,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065117656,10:41:18:324 05 10 2015 -0400 EDT,-72.2574957291,1444056078000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068184825,10:41:20:981 05 10 2015 -0400 EDT,-72.2530826340,1444056081000,Location,-1,000000
GPS,8233,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066092645,10:46:18:378 05 10 2015 -0400 EDT,-72.2560885379,1444056378000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068282010,10:46:21:491 05 10 2015 -0400 EDT,-72.2530876860,1444056382000,Location,-1,000000
GPS,8242,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066137534,10:50:48:431 05 10 2015 -0400 EDT,-72.2560942241,1444056648000,Location,-1,000000
GPS,8242,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066137534,10:50:56:307 05 10 2015 -0400 EDT,-72.2560942241,1444056668000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068281972,10:50:56:346 05 10 2015 -0400 EDT,-72.2530877391,1444056668000,Location,-1,000000
GPS,8242,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066137534,10:50:56:307 05 10 2015 -0400 EDT,-72.2560942241,1444056668000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065097345,10:50:56:405 05 10 2015 -0400 EDT,-72.2575525614,1444056668000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8064607388,10:50:56:439 05 10 2015 -0400 EDT,-72.2582394765,1444056668000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8067687133,10:50:56:622 05 10 2015 -0400 EDT,-72.2530688313,1444056668000,Location,-1,000000
GPS,8183,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065861707,10:55:56:492 05 10 2015 -0400 EDT,-72.2560641921,1444056957000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068079449,10:55:57:094 05 10 2015 -0400 EDT,-72.2530656699,1444056957000,Location,-1,000000
GPS,8192,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065084405,11:00:56:545 05 10 2015 -0400 EDT,-72.2574960187,1444057257000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068472954,11:00:57:560 05 10 2015 -0400 EDT,-72.2529856871,1444057258000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068472917,11:02:49:389 05 10 2015 -0400 EDT,-72.2529857381,1444057380000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066241182,11:02:49:483 05 10 2015 -0400 EDT,-72.2560297071,1444057380000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065179307,11:02:49:500 05 10 2015 -0400 EDT,-72.2574780493,1444057380000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069227051,11:02:49:691 05 10 2015 -0400 EDT,-72.2529973213,1444057380000,Location,-1,000000
GPS,8183,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066614106,11:07:46:295 05 10 2015 -0400 EDT,-72.2560293154,1444057666000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068784248,11:07:50:155 05 10 2015 -0400 EDT,-72.2529523207,1444057670000,Location,-1,000000
GPS,8257,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066376942,11:12:46:308 05 10 2015 -0400 EDT,-72.2560339541,1444057966000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068500130,11:12:50:587 05 10 2015 -0400 EDT,-72.2529676233,1444057971000,Location,-1,000000
GPS,8265,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066237162,11:17:46:360 05 10 2015 -0400 EDT,-72.2560443818,1444058266000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068240399,11:17:51:068 05 10 2015 -0400 EDT,-72.2529778137,1444058271000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065487781,11:26:40:453 05 10 2015 -0400 EDT,-72.2569492641,1444058811000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068240365,11:26:40:453 05 10 2015 -0400 EDT,-72.2529778636,1444058812000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065487781,11:26:40:453 05 10 2015 -0400 EDT,-72.2569492641,1444058812000,Location,-1,000000
GPS,8000,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8064801920,11:26:40:507 05 10 2015 -0400 EDT,-72.2579388182,1444058812000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068240365,11:26:40:805 05 10 2015 -0400 EDT,-72.2529778636,1444058812000,Location,-1,000000
GPS,8188,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065190903,11:31:40:629 05 10 2015 -0400 EDT,-72.2572345195,1444059101000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068521290,11:31:41:506 05 10 2015 -0400 EDT,-72.2529523621,1444059102000,Location,-1,000000
GPS,8197,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065408926,11:36:40:682 05 10 2015 -0400 EDT,-72.2571744220,1444059401000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068551956,11:36:41:979 05 10 2015 -0400 EDT,-72.2530128983,1444059402000,Location,-1,000000
GPS,273,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068547040,11:37:24:759 05 10 2015 -0400 EDT,-72.2530194549,1444059456000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068551956,11:36:50:979 05 10 2015 -0400 EDT,-72.2530128983,1444059456000,Location,-1,000000
GPS,8206,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066271093,11:37:24:840 05 10 2015 -0400 EDT,-72.2560544578,1444059456000,Location,-1,000000
GPS,8000,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065166888,11:37:24:849 05 10 2015 -0400 EDT,-72.2575269284,1444059456000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068975927,11:37:25:048 05 10 2015 -0400 EDT,-72.2530292433,1444059456000,Location,-1,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068768550,11:41:31:397 05 10 2015 -0400 EDT,-72.2530218121,1444059692000,Location,0,000000
GPS,587,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068331516,12:06:26:619 05 10 2015 -0400 EDT,-72.2531323459,1444061197000,Location,-1,000000
GPS,20,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069225550,12:05:33:724 05 10 2015 -0400 EDT,-72.2529207078,1444061198000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068804579,12:06:27:040 05 10 2015 -0400 EDT,-72.2528886326,1444061198000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068110571,12:06:45:000 05 10 2015 -0400 EDT,-72.2530241591,1444061205000,Location,0,000000
GPS,163,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8067852037,12:19:38:315 05 10 2015 -0400 EDT,-72.2529405044,1444061990000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068059268,12:19:36:701 05 10 2015 -0400 EDT,-72.2529883607,1444061990000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8067973666,12:19:38:548 05 10 2015 -0400 EDT,-72.2530378541,1444061990000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068328500,12:20:55:000 05 10 2015 -0400 EDT,-72.2530126759,1444062055000,Location,0,000000
GPS,5,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068427407,12:33:47:714 05 10 2015 -0400 EDT,-72.2530120053,1444062839000,Location,0,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068495314,12:49:49:797 05 10 2015 -0400 EDT,-72.2530571344,1444063800000,Location,-1,000000
GPS,8272,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065139055,12:54:49:931 05 10 2015 -0400 EDT,-72.2575168254,1444064090000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068665065,12:54:54:946 05 10 2015 -0400 EDT,-72.2530690681,1444064095000,Location,-1,000000
GPS,8280,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066312889,12:59:49:975 05 10 2015 -0400 EDT,-72.2560986568,1444064390000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069155379,12:59:55:401 05 10 2015 -0400 EDT,-72.2529945918,1444064395000,Location,-1,000000
GPS,8288,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066547125,13:04:50:026 05 10 2015 -0400 EDT,-72.2560656125,1444064690000,Location,-1,000000
GPS,65,kCLLocationAccuracyHundredMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068870930,13:04:55:847 05 10 2015 -0400 EDT,-72.2530365645,1444064696000,Location,-1,000000
GPS,8000,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8066073629,13:09:48:520 05 10 2015 -0400 EDT,-72.2565025631,1444064999000,Location,-1,000000
GPS,20,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069223471,13:07:49:679 05 10 2015 -0400 EDT,-72.2529204065,1444064999000,Location,-1,000000
GPS,8000,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8065095011,13:09:48:638 05 10 2015 -0400 EDT,-72.2577151212,1444065000000,Location,-1,000000
GPS,8000,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8064606142,13:09:48:694 05 10 2015 -0400 EDT,-72.2583208543,1444065000000,Location,-1,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068132723,13:09:48:829 05 10 2015 -0400 EDT,-72.2531617456,1444065000000,Location,-1,000000
GPS,10,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8068601750,13:27:07:000 05 10 2015 -0400 EDT,-72.2530715168,1444066027000,Location,0,000000
GPS,65,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8069069815,13:27:54:553 05 10 2015 -0400 EDT,-72.2529889882,1444066156000,Location,-1,000000
GPS,1969,kCLLocationAccuracyNearestTenMeters,14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,41.8072631475,13:29:05:280 05 10 2015 -0400 EDT,-72.2525239162,1444066157000,Location,-1,000000
