deviceid,senseStartTimeMillis,userid,longitude,sensorType,local_time,Provider,latitude,accuracy,speed,configAccuracy,class
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443762718000,000000,-72.2689489645,Location,23:59:33:279 01 10 2015 -0400 EDT,Network,41.8089392716,1000,-1,kCLLocationAccuracyBest,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443762782000,000000,-72.2688938678,Location,01:13:01:797 02 10 2015 -0400 EDT,GPS,41.8088353705,100,0,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443762859000,000000,-72.2688938678,Location,01:14:19:162 02 10 2015 -0400 EDT,GPS,41.8088353705,50,0,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443764939000,000000,-72.2690506932,Location,01:48:48:001 02 10 2015 -0400 EDT,GPS,41.8088962650,10,0,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765849000,000000,-72.2690967937,Location,02:03:57:791 02 10 2015 -0400 EDT,GPS,41.8088672217,10,0,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765888000,000000,-72.2684276211,Location,02:04:47:943 02 10 2015 -0400 EDT,GPS,41.8091239527,571,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765895000,000000,-72.2683552404,Location,02:04:54:798 02 10 2015 -0400 EDT,GPS,41.8095942954,585,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765913000,000000,-72.2682448962,Location,02:05:13:060 02 10 2015 -0400 EDT,GPS,41.8101160754,756,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765928000,000000,-72.2684704570,Location,02:05:27:935 02 10 2015 -0400 EDT,GPS,41.8107755584,927,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765932000,000000,-72.2684616414,Location,02:05:32:276 02 10 2015 -0400 EDT,GPS,41.8112713080,936,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765952000,000000,-72.2678561674,Location,02:05:52:165 02 10 2015 -0400 EDT,GPS,41.8111335897,1139,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765953000,000000,-72.2682455843,Location,02:05:53:459 02 10 2015 -0400 EDT,GPS,41.8117115185,1140,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443765965000,000000,-72.2676200794,Location,02:06:05:319 02 10 2015 -0400 EDT,GPS,41.8115895988,1192,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766088000,000000,-72.2701986577,Location,02:08:07:844 02 10 2015 -0400 EDT,GPS,41.8152898457,8000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766088000,000000,-72.2714631591,Location,02:08:07:920 02 10 2015 -0400 EDT,GPS,41.8165643634,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766094000,000000,-72.2718819957,Location,02:08:13:642 02 10 2015 -0400 EDT,GPS,41.8169928878,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766118000,000000,-72.2680913698,Location,02:08:38:231 02 10 2015 -0400 EDT,GPS,41.8139381784,5072,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766118000,000000,-72.2654628482,Location,02:08:38:266 02 10 2015 -0400 EDT,GPS,41.8117796373,5072,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766119000,000000,-72.2635880390,Location,02:08:38:312 02 10 2015 -0400 EDT,GPS,41.8102400570,5072,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766120000,000000,-72.2678250969,Location,02:08:39:975 02 10 2015 -0400 EDT,GPS,41.8136953033,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766120000,000000,-72.2698910582,Location,02:08:40:014 02 10 2015 -0400 EDT,GPS,41.8153787192,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766120000,000000,-72.2709236927,Location,02:08:40:124 02 10 2015 -0400 EDT,GPS,41.8162202046,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766121000,000000,-72.2675460813,Location,02:08:41:198 02 10 2015 -0400 EDT,GPS,41.8134601155,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766121000,000000,-72.2651244576,Location,02:08:41:232 02 10 2015 -0400 EDT,GPS,41.8114799803,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766123000,000000,-72.2633708727,Location,02:08:43:003 02 10 2015 -0400 EDT,GPS,41.8100481422,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766138000,000000,-72.2620197000,Location,02:08:57:788 02 10 2015 -0400 EDT,GPS,41.8089579909,5031,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766142000,000000,-72.2611196468,Location,02:09:01:563 02 10 2015 -0400 EDT,GPS,41.8082205987,5033,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766154000,000000,-72.2688497547,Location,02:09:13:879 02 10 2015 -0400 EDT,GPS,41.8089346964,65,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766212000,000000,-72.2688244735,Location,02:10:11:980 02 10 2015 -0400 EDT,GPS,41.8095057055,674,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766218000,000000,-72.2688478385,Location,02:10:17:967 02 10 2015 -0400 EDT,GPS,41.8100109543,684,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766234000,000000,-72.2690850462,Location,02:10:34:107 02 10 2015 -0400 EDT,GPS,41.8106159996,849,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766234000,000000,-72.2693202383,Location,02:10:34:196 02 10 2015 -0400 EDT,GPS,41.8111441641,849,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766251000,000000,-72.2695352457,Location,02:10:50:529 02 10 2015 -0400 EDT,GPS,41.8116801630,1004,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766258000,000000,-72.2693768869,Location,02:10:57:880 02 10 2015 -0400 EDT,GPS,41.8121373712,1018,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766264000,000000,-72.2693225905,Location,02:11:04:024 02 10 2015 -0400 EDT,GPS,41.8126797266,1025,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766285000,000000,-72.2692430463,Location,02:11:25:468 02 10 2015 -0400 EDT,GPS,41.8132602894,1181,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766304000,000000,-72.2693895436,Location,02:11:44:089 02 10 2015 -0400 EDT,GPS,41.8139578097,1302,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766323000,000000,-72.2686442839,Location,02:12:03:067 02 10 2015 -0400 EDT,GPS,41.8135964329,1418,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766324000,000000,-72.2691191459,Location,02:12:03:489 02 10 2015 -0400 EDT,GPS,41.8140952436,1418,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766326000,000000,-72.2695244753,Location,02:12:05:968 02 10 2015 -0400 EDT,GPS,41.8145309213,1420,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766369000,000000,-72.2667890912,Location,02:12:49:352 02 10 2015 -0400 EDT,GPS,41.8126054773,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766370000,000000,-72.2645805744,Location,02:12:49:393 02 10 2015 -0400 EDT,GPS,41.8108658478,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766370000,000000,-72.2629923989,Location,02:12:49:423 02 10 2015 -0400 EDT,GPS,41.8096148295,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766461000,000000,-72.2688506394,Location,02:14:20:776 02 10 2015 -0400 EDT,GPS,41.8089347958,65,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766554000,000000,-72.2685112888,Location,02:15:53:662 02 10 2015 -0400 EDT,GPS,41.8095254991,1010,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766556000,000000,-72.2687757802,Location,02:15:55:638 02 10 2015 -0400 EDT,GPS,41.8101206253,1013,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766556000,000000,-72.2690219636,Location,02:15:55:732 02 10 2015 -0400 EDT,GPS,41.8106585171,1013,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766561000,000000,-72.2687722754,Location,02:16:00:704 02 10 2015 -0400 EDT,GPS,41.8111699879,1022,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766579000,000000,-72.2680835155,Location,02:16:19:438 02 10 2015 -0400 EDT,GPS,41.8111194421,1169,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766581000,000000,-72.2684715284,Location,02:16:20:677 02 10 2015 -0400 EDT,GPS,41.8117257578,1170,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766583000,000000,-72.2688177458,Location,02:16:23:030 02 10 2015 -0400 EDT,GPS,41.8122772597,1174,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766597000,000000,-72.2682861299,Location,02:16:37:282 02 10 2015 -0400 EDT,GPS,41.8120428185,1290,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766601000,000000,-72.2677961922,Location,02:16:41:032 02 10 2015 -0400 EDT,GPS,41.8117669115,1295,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766619000,000000,-72.2671782892,Location,02:16:59:013 02 10 2015 -0400 EDT,GPS,41.8114688056,1408,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766633000,000000,-72.2674884617,Location,02:17:13:270 02 10 2015 -0400 EDT,GPS,41.8119264857,1508,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766633000,000000,-72.2678612877,Location,02:17:13:307 02 10 2015 -0400 EDT,GPS,41.8123551712,1508,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766634000,000000,-72.2682021069,Location,02:17:13:754 02 10 2015 -0400 EDT,GPS,41.8127494255,1508,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766637000,000000,-72.2675635545,Location,02:17:17:251 02 10 2015 -0400 EDT,GPS,41.8123295559,1514,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766640000,000000,-72.2680168185,Location,02:17:20:054 02 10 2015 -0400 EDT,GPS,41.8129300074,1518,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766642000,000000,-72.2686508829,Location,02:17:22:220 02 10 2015 -0400 EDT,GPS,41.8136061116,1520,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766661000,000000,-72.2692395215,Location,02:17:41:420 02 10 2015 -0400 EDT,GPS,41.8142979854,1630,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766678000,000000,-72.2698088514,Location,02:17:58:236 02 10 2015 -0400 EDT,GPS,41.8149261296,1718,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766695000,000000,-72.2703212347,Location,02:18:15:440 02 10 2015 -0400 EDT,GPS,41.8154738348,1804,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766768000,000000,-72.2688505048,Location,02:19:27:657 02 10 2015 -0400 EDT,GPS,41.8089350624,65,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766848000,000000,-72.2650425997,Location,02:20:48:419 02 10 2015 -0400 EDT,GPS,41.8082922273,6500,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766849000,000000,-72.2626105879,Location,02:20:48:458 02 10 2015 -0400 EDT,GPS,41.8075446687,6500,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766849000,000000,-72.2611456461,Location,02:20:48:491 02 10 2015 -0400 EDT,GPS,41.8070943425,6500,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766851000,000000,-72.2679412520,Location,02:20:50:663 02 10 2015 -0400 EDT,GPS,41.8133642380,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766851000,000000,-72.2699494425,Location,02:20:50:726 02 10 2015 -0400 EDT,GPS,41.8152135910,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443766851000,000000,-72.2709534635,Location,02:20:50:749 02 10 2015 -0400 EDT,GPS,41.8161380889,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787353000,000000,-72.2689243349,Location,08:02:33:080 02 10 2015 -0400 EDT,GPS,41.8089586527,165,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787353000,000000,-72.2688514530,Location,08:00:35:082 02 10 2015 -0400 EDT,GPS,41.8089349066,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787353000,000000,-72.2688515117,Location,08:02:33:081 02 10 2015 -0400 EDT,GPS,41.8089351059,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787357000,000000,-72.2688507051,Location,08:02:36:746 02 10 2015 -0400 EDT,GPS,41.8089348451,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787439000,000000,-72.2658887652,Location,08:03:58:689 02 10 2015 -0400 EDT,GPS,41.8081822457,5218,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787439000,000000,-72.2638106756,Location,08:03:58:727 02 10 2015 -0400 EDT,GPS,41.8076537962,5218,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787439000,000000,-72.2623528423,Location,08:03:58:761 02 10 2015 -0400 EDT,GPS,41.8072830753,5218,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787490000,000000,-72.2689722113,Location,08:04:49:831 02 10 2015 -0400 EDT,GPS,41.8142423294,8000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787490000,000000,-72.2711188620,Location,08:04:49:869 02 10 2015 -0400 EDT,GPS,41.8162702295,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787490000,000000,-72.2715381297,Location,08:04:49:904 02 10 2015 -0400 EDT,GPS,41.8166663037,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787608000,000000,-72.2681462546,Location,08:06:47:564 02 10 2015 -0400 EDT,GPS,41.8139282179,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787608000,000000,-72.2655564055,Location,08:06:47:603 02 10 2015 -0400 EDT,GPS,41.8118168486,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787608000,000000,-72.2636940420,Location,08:06:47:636 02 10 2015 -0400 EDT,GPS,41.8102985606,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787614000,000000,-72.2688521376,Location,08:06:54:007 02 10 2015 -0400 EDT,GPS,41.8089349434,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787669000,000000,-72.2711315575,Location,08:07:48:909 02 10 2015 -0400 EDT,GPS,41.8149011183,8307,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787669000,000000,-72.2717377913,Location,08:07:48:944 02 10 2015 -0400 EDT,GPS,41.8164876589,5000,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787674000,000000,-72.2682180430,Location,08:07:54:015 02 10 2015 -0400 EDT,GPS,41.8138639860,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787674000,000000,-72.2656080286,Location,08:07:54:047 02 10 2015 -0400 EDT,GPS,41.8117706594,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787674000,000000,-72.2637311643,Location,08:07:54:087 02 10 2015 -0400 EDT,GPS,41.8102653458,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787695000,000000,-72.2678442809,Location,08:08:14:478 02 10 2015 -0400 EDT,GPS,41.8136638619,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787695000,000000,-72.2699008392,Location,08:08:14:522 02 10 2015 -0400 EDT,GPS,41.8153631199,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787695000,000000,-72.2709291183,Location,08:08:14:553 02 10 2015 -0400 EDT,GPS,41.8162127489,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787776000,000000,-72.2679272842,Location,08:09:36:362 02 10 2015 -0400 EDT,GPS,41.8137651420,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787777000,000000,-72.2653989436,Location,08:09:36:400 02 10 2015 -0400 EDT,GPS,41.8116995805,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787777000,000000,-72.2635808110,Location,08:09:36:431 02 10 2015 -0400 EDT,GPS,41.8102142330,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787914000,000000,-72.2689150209,Location,08:11:54:431 02 10 2015 -0400 EDT,GPS,41.8089409749,165,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443787921000,000000,-72.2688513662,Location,08:12:00:866 02 10 2015 -0400 EDT,GPS,41.8089348489,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788043000,000000,-72.2712835795,Location,08:14:02:705 02 10 2015 -0400 EDT,GPS,41.8152993416,9500,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788043000,000000,-72.2718112330,Location,08:14:02:763 02 10 2015 -0400 EDT,GPS,41.8166799405,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788221000,000000,-72.2688517707,Location,08:17:00:809 02 10 2015 -0400 EDT,GPS,41.8089350033,65,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788314000,000000,-72.2649038687,Location,08:18:33:846 02 10 2015 -0400 EDT,GPS,41.8079317541,6500,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788314000,000000,-72.2625269425,Location,08:18:33:895 02 10 2015 -0400 EDT,GPS,41.8073273263,6500,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788314000,000000,-72.2610951940,Location,08:18:33:913 02 10 2015 -0400 EDT,GPS,41.8069632473,6500,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788324000,000000,-72.2679194036,Location,08:18:44:066 02 10 2015 -0400 EDT,GPS,41.8133080543,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788324000,000000,-72.2699384005,Location,08:18:44:106 02 10 2015 -0400 EDT,GPS,41.8151852161,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788324000,000000,-72.2709478990,Location,08:18:44:141 02 10 2015 -0400 EDT,GPS,41.8161237970,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443788528000,000000,-72.2688521108,Location,08:22:07:667 02 10 2015 -0400 EDT,GPS,41.8089350304,65,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443789346000,000000,-72.2690901720,Location,08:35:34:774 02 10 2015 -0400 EDT,GPS,41.8089515856,30,0,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443789945000,000000,-72.2690731567,Location,08:45:32:887 02 10 2015 -0400 EDT,GPS,41.8088791240,10,0,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790024000,000000,-72.2698065913,Location,08:47:03:613 02 10 2015 -0400 EDT,GPS,41.8145332036,8260,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790024000,000000,-72.2713806619,Location,08:47:03:650 02 10 2015 -0400 EDT,GPS,41.8163842090,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790030000,000000,-72.2687149503,Location,08:47:10:065 02 10 2015 -0400 EDT,GPS,41.8089266467,65,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790118000,000000,-72.2676391989,Location,08:48:38:159 02 10 2015 -0400 EDT,GPS,41.8084790786,65,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790142000,000000,-72.2673157097,Location,08:49:01:807 02 10 2015 -0400 EDT,GPS,41.8079867044,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790152000,000000,-72.2667033800,Location,08:49:12:126 02 10 2015 -0400 EDT,GPS,41.8080452836,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790223000,000000,-72.2660560323,Location,08:50:22:575 02 10 2015 -0400 EDT,GPS,41.8079450631,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790255000,000000,-72.2654523355,Location,08:50:54:592 02 10 2015 -0400 EDT,GPS,41.8077979420,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790280000,000000,-72.2655168589,Location,08:51:20:212 02 10 2015 -0400 EDT,GPS,41.8072840713,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790312000,000000,-72.2647765806,Location,08:51:52:226 02 10 2015 -0400 EDT,GPS,41.8073685693,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790319000,000000,-72.2640203321,Location,08:51:58:629 02 10 2015 -0400 EDT,GPS,41.8077994449,71,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790325000,000000,-72.2631693264,Location,08:52:05:033 02 10 2015 -0400 EDT,GPS,41.8081954760,81,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790332000,000000,-72.2604116413,Location,08:52:11:459 02 10 2015 -0400 EDT,Network,41.8095887287,65,-1,kCLLocationAccuracyBest,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790332000,000000,-72.2604116413,Location,08:52:11:451 02 10 2015 -0400 EDT,GPS,41.8095887287,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790338000,000000,-72.2631852304,Location,08:52:17:863 02 10 2015 -0400 EDT,GPS,41.8085528741,165,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790347000,000000,-72.2664757752,Location,08:52:26:869 02 10 2015 -0400 EDT,GPS,41.8073217883,228,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790351000,000000,-72.2633338268,Location,08:52:30:677 02 10 2015 -0400 EDT,GPS,41.8084647957,165,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1443790360000,000000,-72.2653717780,Location,08:52:39:680 02 10 2015 -0400 EDT,GPS,41.8076966157,212,-1,kCLLocationAccuracyHundredMeters,4
